date,region,station_code,uka_id,station_name,environment_type,latitude,longitude,pollutant,daily_mean_ug_m3,hourly_observations,ratified_hourly_observations,provisional_hourly_observations,as_supplied_hourly_observations,excluded_status_observations,hour_ending_24_observations,source_time_basis,data_status,expected_hours,minimum_required_hours,completeness_percent,valid_daily_mean,who_2021_24h_aqg_ug_m3,above_who_reference,comparison_status,provisional,source_url
2026-07-17,North West,PRES,UKA00408,Preston,Urban Background,53.76559,-2.680353,PM2.5,17.67,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,True,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/PRES_2026.csv?v=1
2026-07-17,North West,ROCB,UKA01174,Rochdale Belfield,Urban Background,53.621603,-2.146989,PM2.5,19.188,23,0,23,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,95.8,True,15.0,True,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/ROCB_2026.csv?v=1
2026-07-17,North West,TAMM,UKA01099,Tameside A635 Manchester Road,Urban Traffic,53.482437,-2.113912,PM2.5,14.538,13,0,13,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,54.2,False,15.0,,not_assessed_insufficient_daily_coverage,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/TAMM_2026.csv?v=1
2026-07-17,North West,TRAN,UKA00406,Wirral Tranmere,Urban Background,53.37287,-3.022722,PM2.5,16.202,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,True,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/TRAN_2026.csv?v=1
2026-07-17,North West,WAR,UKA00538,Warrington,Urban Background,53.389225,-2.615593,PM2.5,14.542,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/WAR_2026.csv?v=1
2026-07-17,North West,WIG5,UKA00482,Wigan Centre,Urban Background,53.54914,-2.638139,PM2.5,21.264,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,True,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/WIG5_2026.csv?v=1
2026-07-17,South East,AYLA,UKA01109,Aylesbury A4157,Urban Traffic,51.822161,-0.793884,PM2.5,14.766,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/AYLA_2026.csv?v=1
2026-07-17,South East,BRT3,UKA00483,Brighton Preston Park,Urban Background,50.840836,-0.147572,PM2.5,11.817,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/BRT3_2026.csv?v=1
2026-07-17,South East,CHAT,UKA00553,Chatham Roadside,Urban Traffic,51.374264,0.54797,PM2.5,12.083,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/CHAT_2026.csv?v=1
2026-07-17,South East,EB,UKA00546,Eastbourne,Urban Background,50.805778,0.271611,PM2.5,11.53,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/EB_2026.csv?v=1
2026-07-17,South East,FARC,UKA01097,Farnborough Cherrywood,Urban Background,51.307583,-0.764982,PM2.5,14.813,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/FARC_2026.csv?v=1
2026-07-17,South East,MAID,UKA01064,Maidstone Upper Stone Street,Urban Traffic,51.268519,0.526348,PM2.5,19.8,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,True,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/MAID_2026.csv?v=1
2026-07-17,South East,MKCC,UKA00963,Milton Keynes Civic Centre,Urban Background,52.044076,-0.761013,PM2.5,16.326,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,True,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/MKCC_2026.csv?v=1
2026-07-17,South East,OX8,UKA00518,Oxford St Ebbes,Urban Background,51.744806,-1.260278,PM2.5,15.468,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,True,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/OX8_2026.csv?v=1
2026-07-17,South East,PMTH,UKA00421,Portsmouth,Urban Background,50.82881,-1.068583,PM2.5,10.941,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/PMTH_2026.csv?v=1
2026-07-17,South East,POAR,UKA00651,Portsmouth Anglesea Road,Urban Traffic,50.798339,-1.095558,PM2.5,10.692,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/POAR_2026.csv?v=1
2026-07-17,South East,REA1,UKA00462,Reading New Town,Urban Background,51.45309,-0.944067,PM2.5,14.397,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/REA1_2026.csv?v=1
2026-07-17,South East,RRKL,UKA01053,Reading Rose Kiln Lane,Urban Traffic,51.4459,-0.976081,PM2.5,14.447,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/RRKL_2026.csv?v=1
2026-07-17,South East,SA33,UKA00613,Southampton A33,Urban Traffic,50.920265,-1.463484,PM2.5,11.367,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/SA33_2026.csv?v=1
2026-07-17,South East,SLOW,UKA01091,Slough Windmill Bath Road,Urban Traffic,51.51223,-0.610392,PM2.5,15.872,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,True,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/SLOW_2026.csv?v=1
2026-07-17,South East,SOUT,UKA00235,Southampton Centre,Urban Background,50.908173,-1.395757,PM2.5,12.531,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/SOUT_2026.csv?v=1
2026-07-17,South East,STOR,UKA00548,Storrington Roadside,Urban Traffic,50.916932,-0.449548,PM2.5,11.12,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/STOR_2026.csv?v=1
2026-07-17,South East,WOEA,UKA01061,Worthing East Ten Acres,Urban Background,50.817286,-0.353272,PM2.5,12.424,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/WOEA_2026.csv?v=1
2026-07-17,South East,WTHG,UKA00628,Worthing A27 Roadside,Urban Traffic,50.832947,-0.379916,PM2.5,11.792,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/WTHG_2026.csv?v=1
2026-07-17,South West,BOBV,UKA01160,Bournemouth Bourne Valley,Urban Background,50.740961,-1.927742,PM2.5,11.15,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/BOBV_2026.csv?v=1
2026-07-17,South West,BORN,UKA00429,Bournemouth,Urban Background,50.73957,-1.826744,PM2.5,10.383,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/BORN_2026.csv?v=1
2026-07-17,South West,BPLE,UKA00574,Barnstaple A39,Urban Traffic,51.074793,-4.041924,PM2.5,13.469,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/BPLE_2026.csv?v=1
2026-07-17,South West,BR11,UKA00631,Bristol Temple Way,Urban Traffic,51.457968,-2.583975,PM2.5,13.918,24,0,24,0,0,1,GMT hour ending; daily aggregation uses the printed source calendar date,contains_provisional,24,18,100.0,True,15.0,False,assessed_contextual_reference,True,https://uk-air.defra.gov.uk/datastore/data_files/site_data/BR11_2026.csv?v=1
